step,generated_image_token_id,rank,prompt_index,absolute_position,token_id,token,attention
152,7530,1,3,5,11,",",0.006471706088632345
152,7530,2,10,12,11,",",0.004413495771586895
152,7530,3,15,17,11,",",0.003267911961302161
152,7530,4,46,48,11,",",0.0028510214760899544
152,7530,5,20,22,11,",",0.002384764375165105
152,7530,6,17,19,11,",",0.002301057567819953
152,7530,7,22,24,11,",",0.0019669728353619576
152,7530,8,28,30,285,Ġand,0.0017289314419031143
152,7530,9,6,8,285,Ġand,0.0013857352314516902
152,7530,10,25,27,72410,Ġgreg,0.001018956070765853
153,9065,1,3,5,11,",",0.006900908891111612
153,9065,2,10,12,11,",",0.00487679336220026
153,9065,3,15,17,11,",",0.003399145556613803
153,9065,4,46,48,11,",",0.0031107484828680754
153,9065,5,17,19,11,",",0.0028185658156871796
153,9065,6,28,30,285,Ġand,0.002590297721326351
153,9065,7,20,22,11,",",0.0023678839206695557
153,9065,8,22,24,11,",",0.002250387566164136
153,9065,9,25,27,72410,Ġgreg,0.001720194355584681
153,9065,10,6,8,285,Ġand,0.0013891890412196517
154,11509,1,3,5,11,",",0.007271697279065847
154,11509,2,10,12,11,",",0.005296028684824705
154,11509,3,28,30,285,Ġand,0.005134885665029287
154,11509,4,17,19,11,",",0.003850494744256139
154,11509,5,15,17,11,",",0.0034212335012853146
154,11509,6,25,27,72410,Ġgreg,0.0033045655582100153
154,11509,7,46,48,11,",",0.0032731974497437477
154,11509,8,22,24,11,",",0.0025955033488571644
154,11509,9,20,22,11,",",0.002464358927682042
154,11509,10,6,8,285,Ġand,0.001406801282428205
155,10782,1,3,5,11,",",0.007388720288872719
155,10782,2,10,12,11,",",0.005547346081584692
155,10782,3,28,30,285,Ġand,0.005473386961966753
155,10782,4,17,19,11,",",0.005317548755556345
155,10782,5,25,27,72410,Ġgreg,0.003982373513281345
155,10782,6,46,48,11,",",0.0033847515005618334
155,10782,7,15,17,11,",",0.003281552577391267
155,10782,8,22,24,11,",",0.0029279799200594425
155,10782,9,20,22,11,",",0.0028699389658868313
155,10782,10,34,36,2644,Ġu,0.0015365526778623462
156,6152,1,3,5,11,",",0.007405827287584543
156,6152,2,17,19,11,",",0.005973562598228455
156,6152,3,10,12,11,",",0.005341512616723776
156,6152,4,28,30,285,Ġand,0.004833857994526625
156,6152,5,15,17,11,",",0.0033505461178719997
156,6152,6,46,48,11,",",0.003331641433760524
156,6152,7,20,22,11,",",0.003275905968621373
156,6152,8,22,24,11,",",0.0032714877743273973
156,6152,9,25,27,72410,Ġgreg,0.0027720569632947445
156,6152,10,1,3,15213,Ġtemple,0.0017176539404317737
157,15514,1,3,5,11,",",0.007547355722635984
157,15514,2,17,19,11,",",0.005454952362924814
157,15514,3,10,12,11,",",0.004621037747710943
157,15514,4,15,17,11,",",0.003546961583197117
157,15514,5,28,30,285,Ġand,0.003297829069197178
157,15514,6,46,48,11,",",0.003034516703337431
157,15514,7,20,22,11,",",0.0029189062770456076
157,15514,8,22,24,11,",",0.002708910498768091
157,15514,9,25,27,72410,Ġgreg,0.002211185870692134
157,15514,10,6,8,285,Ġand,0.001768898800946772
158,13653,1,3,5,11,",",0.007368508260697126
158,13653,2,10,12,11,",",0.004514071624726057
158,13653,3,17,19,11,",",0.0038931549061089754
158,13653,4,15,17,11,",",0.0037100608460605145
158,13653,5,46,48,11,",",0.002788966055959463
158,13653,6,20,22,11,",",0.0026080317329615355
158,13653,7,28,30,285,Ġand,0.002562249545007944
158,13653,8,22,24,11,",",0.002407992957159877
158,13653,9,6,8,285,Ġand,0.0015798945678398013
158,13653,10,25,27,72410,Ġgreg,0.001270659384317696
159,11292,1,3,5,11,",",0.0072374907322227955
159,11292,2,10,12,11,",",0.004105317406356335
159,11292,3,15,17,11,",",0.0037538944743573666
159,11292,4,46,48,11,",",0.002694550668820739
159,11292,5,17,19,11,",",0.002504217904061079
159,11292,6,20,22,11,",",0.0022257135715335608
159,11292,7,22,24,11,",",0.002194506349042058
159,11292,8,28,30,285,Ġand,0.0016104041133075953
159,11292,9,6,8,285,Ġand,0.0014134746743366122
159,11292,10,40,42,285,Ġand,0.0011129977647215128
160,3040,1,3,5,11,",",0.007162405643612146
160,3040,2,10,12,11,",",0.004167291801422834
160,3040,3,15,17,11,",",0.003524283180013299
160,3040,4,46,48,11,",",0.002674490911886096
160,3040,5,17,19,11,",",0.0022846499923616648
160,3040,6,20,22,11,",",0.002119963290169835
160,3040,7,22,24,11,",",0.002030388219282031
160,3040,8,6,8,285,Ġand,0.0013963078381493688
160,3040,9,28,30,285,Ġand,0.0013358774594962597
160,3040,10,40,42,285,Ġand,0.0011095985537394881
161,13652,1,3,5,11,",",0.0077943638898432255
161,13652,2,10,12,11,",",0.004543543793261051
161,13652,3,15,17,11,",",0.003386131254956126
161,13652,4,46,48,11,",",0.0028166184201836586
161,13652,5,17,19,11,",",0.0024646345991641283
161,13652,6,20,22,11,",",0.0021279158536344767
161,13652,7,22,24,11,",",0.0019961411599069834
161,13652,8,6,8,285,Ġand,0.0014324021758511662
161,13652,9,28,30,285,Ġand,0.0012563734780997038
161,13652,10,40,42,285,Ġand,0.0010788702638819814
162,11177,1,3,5,11,",",0.007598662283271551
162,11177,2,10,12,11,",",0.004381425213068724
162,11177,3,15,17,11,",",0.0031030329409986734
162,11177,4,46,48,11,",",0.002871192991733551
162,11177,5,17,19,11,",",0.002255995525047183
162,11177,6,20,22,11,",",0.002128403866663575
162,11177,7,22,24,11,",",0.0018050678772851825
162,11177,8,6,8,285,Ġand,0.0014627777272835374
162,11177,9,28,30,285,Ġand,0.00117443164344877
162,11177,10,33,35,285,Ġand,0.001059100148268044
163,14342,1,3,5,11,",",0.007566719315946102
163,14342,2,10,12,11,",",0.0041829985566437244
163,14342,3,15,17,11,",",0.003036809153854847
163,14342,4,46,48,11,",",0.0029750154353678226
163,14342,5,20,22,11,",",0.0023158793337643147
163,14342,6,17,19,11,",",0.001983078895136714
163,14342,7,22,24,11,",",0.0017913340125232935
163,14342,8,6,8,285,Ġand,0.0015347239095717669
163,14342,9,28,30,285,Ġand,0.0011830197181552649
163,14342,10,33,35,285,Ġand,0.0011511839693412185
164,109,1,3,5,11,",",0.007552050054073334
164,109,2,10,12,11,",",0.004116786178201437
164,109,3,15,17,11,",",0.003069489961490035
164,109,4,46,48,11,",",0.002954603172838688
164,109,5,20,22,11,",",0.0024667149409651756
164,109,6,22,24,11,",",0.001890124985948205
164,109,7,17,19,11,",",0.0018400305416435003
164,109,8,6,8,285,Ġand,0.0016100694192573428
164,109,9,33,35,285,Ġand,0.0012267220299690962
164,109,10,28,30,285,Ġand,0.0012256504269316792
165,1273,1,3,5,11,",",0.007742755115032196
165,1273,2,10,12,11,",",0.004268058110028505
165,1273,3,15,17,11,",",0.0032767774537205696
165,1273,4,46,48,11,",",0.002792772138491273
165,1273,5,20,22,11,",",0.0023630245123058558
165,1273,6,22,24,11,",",0.002095462055876851
165,1273,7,17,19,11,",",0.0017777894390746951
165,1273,8,6,8,285,Ġand,0.0015446065226569772
165,1273,9,28,30,285,Ġand,0.0012011826038360596
165,1273,10,33,35,285,Ġand,0.00115038244985044
166,10712,1,3,5,11,",",0.007480527274310589
166,10712,2,10,12,11,",",0.004307850264012814
166,10712,3,15,17,11,",",0.003439165884628892
166,10712,4,46,48,11,",",0.0025790047366172075
166,10712,5,22,24,11,",",0.00225642928853631
166,10712,6,20,22,11,",",0.0020430043805390596
166,10712,7,17,19,11,",",0.0019117511110380292
166,10712,8,6,8,285,Ġand,0.001560541451908648
166,10712,9,28,30,285,Ġand,0.0012599000474438071
166,10712,10,33,35,285,Ġand,0.0010767076164484024
167,1273,1,3,5,11,",",0.007157954387366772
167,1273,2,10,12,11,",",0.004420129116624594
167,1273,3,15,17,11,",",0.00330263446085155
167,1273,4,46,48,11,",",0.0024326653219759464
167,1273,5,22,24,11,",",0.0021255225874483585
167,1273,6,17,19,11,",",0.001966778188943863
167,1273,7,20,22,11,",",0.0018304913537576795
167,1273,8,6,8,285,Ġand,0.0015668193809688091
167,1273,9,28,30,285,Ġand,0.0012081570457667112
167,1273,10,33,35,285,Ġand,0.0010342717869207263
168,4598,1,3,5,11,",",0.007208811119198799
168,4598,2,10,12,11,",",0.0045653157867491245
168,4598,3,15,17,11,",",0.0031657505314797163
168,4598,4,46,48,11,",",0.0024292704183608294
168,4598,5,17,19,11,",",0.002224828815087676
168,4598,6,20,22,11,",",0.0017989978659898043
168,4598,7,22,24,11,",",0.0017902834806591272
168,4598,8,6,8,285,Ġand,0.0016212977934628725
168,4598,9,28,30,285,Ġand,0.0012069066287949681
168,4598,10,33,35,285,Ġand,0.0010618296219035983
169,14279,1,3,5,11,",",0.007389066740870476
169,14279,2,10,12,11,",",0.004780178889632225
169,14279,3,15,17,11,",",0.0031231131870299578
169,14279,4,46,48,11,",",0.0025281603448092937
169,14279,5,17,19,11,",",0.002076320583000779
169,14279,6,20,22,11,",",0.0019122048979625106
169,14279,7,6,8,285,Ġand,0.0016823421465232968
169,14279,8,22,24,11,",",0.0016709998017176986
169,14279,9,19,21,14445,Ġpainting,0.0013274678494781256
169,14279,10,28,30,285,Ġand,0.001257791998796165
170,7351,1,3,5,11,",",0.0074324095621705055
170,7351,2,10,12,11,",",0.004885196220129728
170,7351,3,15,17,11,",",0.003193496959283948
170,7351,4,46,48,11,",",0.0027771492023020983
170,7351,5,20,22,11,",",0.002119207987561822
170,7351,6,17,19,11,",",0.002047071000561118
170,7351,7,22,24,11,",",0.0016502743819728494
170,7351,8,6,8,285,Ġand,0.0016369604272767901
170,7351,9,28,30,285,Ġand,0.0013089720159769058
170,7351,10,19,21,14445,Ġpainting,0.0012739127269014716
171,15292,1,3,5,11,",",0.007687389850616455
171,15292,2,10,12,11,",",0.004866622854024172
171,15292,3,15,17,11,",",0.003248156514018774
171,15292,4,46,48,11,",",0.0029160426929593086
171,15292,5,20,22,11,",",0.0022184625267982483
171,15292,6,17,19,11,",",0.0018495348049327731
171,15292,7,22,24,11,",",0.0016743798041716218
171,15292,8,6,8,285,Ġand,0.0016446976223960519
171,15292,9,28,30,285,Ġand,0.001299253897741437
171,15292,10,33,35,285,Ġand,0.0011901386315003037
172,2881,1,3,5,11,",",0.007393636740744114
172,2881,2,10,12,11,",",0.004586694296449423
172,2881,3,15,17,11,",",0.0033714415039867163
172,2881,4,46,48,11,",",0.0028521805070340633
172,2881,5,20,22,11,",",0.002180481795221567
172,2881,6,17,19,11,",",0.001924616051837802
172,2881,7,22,24,11,",",0.0017667002975940704
172,2881,8,6,8,285,Ġand,0.0015151654370129108
172,2881,9,28,30,285,Ġand,0.001380749512463808
172,2881,10,40,42,285,Ġand,0.0011340889614075422
173,13879,1,3,5,11,",",0.007640475872904062
173,13879,2,10,12,11,",",0.004590845666825771
173,13879,3,15,17,11,",",0.003455071710050106
173,13879,4,46,48,11,",",0.0026741852052509785
173,13879,5,22,24,11,",",0.002141027944162488
173,13879,6,17,19,11,",",0.002126827137544751
173,13879,7,20,22,11,",",0.0020213283132761717
173,13879,8,6,8,285,Ġand,0.0016099574277177453
173,13879,9,28,30,285,Ġand,0.0013477894244715571
173,13879,10,33,35,285,Ġand,0.0011712785344570875
174,1352,1,3,5,11,",",0.0072918850928545
174,1352,2,10,12,11,",",0.00431440956890583
174,1352,3,15,17,11,",",0.0034346398897469044
174,1352,4,46,48,11,",",0.0025727946776896715
174,1352,5,17,19,11,",",0.002352298703044653
174,1352,6,22,24,11,",",0.0020196414552628994
174,1352,7,20,22,11,",",0.001951197744347155
174,1352,8,6,8,285,Ġand,0.0016093383310362697
174,1352,9,28,30,285,Ġand,0.0012674079043790698
174,1352,10,33,35,285,Ġand,0.0011075192596763372
175,6116,1,3,5,11,",",0.007485941983759403
175,6116,2,10,12,11,",",0.004385457839816809
175,6116,3,15,17,11,",",0.0034864142071455717
175,6116,4,46,48,11,",",0.0026411465369164944
175,6116,5,17,19,11,",",0.0024669093545526266
175,6116,6,20,22,11,",",0.0019575366750359535
175,6116,7,22,24,11,",",0.0017818453488871455
175,6116,8,6,8,285,Ġand,0.0016344042960554361
175,6116,9,28,30,285,Ġand,0.0013664893340319395
175,6116,10,33,35,285,Ġand,0.001097270054742694
176,9065,1,3,5,11,",",0.007436695042997599
176,9065,2,10,12,11,",",0.004301012493669987
176,9065,3,15,17,11,",",0.0034488653764128685
176,9065,4,46,48,11,",",0.00284668430685997
176,9065,5,17,19,11,",",0.0025471425615251064
176,9065,6,20,22,11,",",0.0021222089417278767
176,9065,7,28,30,285,Ġand,0.0017985363956540823
176,9065,8,22,24,11,",",0.0017566293245181441
176,9065,9,6,8,285,Ġand,0.0015357828233391047
176,9065,10,33,35,285,Ġand,0.001118892920203507
177,15692,1,3,5,11,",",0.007540225982666016
177,15692,2,10,12,11,",",0.004728180356323719
177,15692,3,15,17,11,",",0.0034227115102112293
177,15692,4,17,19,11,",",0.003304799785837531
177,15692,5,28,30,285,Ġand,0.0032125285360962152
177,15692,6,46,48,11,",",0.0032012448646128178
177,15692,7,20,22,11,",",0.0026909979060292244
177,15692,8,22,24,11,",",0.0022734184749424458
177,15692,9,6,8,285,Ġand,0.0014074710197746754
177,15692,10,33,35,285,Ġand,0.001323036034591496
178,99,1,3,5,11,",",0.0074730487540364265
178,99,2,10,12,11,",",0.005351154133677483
178,99,3,17,19,11,",",0.005099755711853504
178,99,4,28,30,285,Ġand,0.004232557490468025
178,99,5,46,48,11,",",0.003652141196653247
178,99,6,20,22,11,",",0.003473400603979826
178,99,7,15,17,11,",",0.0033010835759341717
178,99,8,22,24,11,",",0.0027225420344620943
178,99,9,25,27,72410,Ġgreg,0.0017102884594351053
178,99,10,33,35,285,Ġand,0.001619933289475739
179,11001,1,3,5,11,",",0.007633567322045565
179,11001,2,17,19,11,",",0.007535056676715612
179,11001,3,10,12,11,",",0.00542959850281477
179,11001,4,28,30,285,Ġand,0.003586492734029889
179,11001,5,20,22,11,",",0.003442765213549137
179,11001,6,46,48,11,",",0.0034148781560361385
179,11001,7,15,17,11,",",0.0032435546163469553
179,11001,8,22,24,11,",",0.003120428416877985
179,11001,9,36,38,1243,Ġgu,0.001968124182894826
179,11001,10,25,27,72410,Ġgreg,0.0016691831406205893
180,4723,1,3,5,11,",",0.00703196506947279
180,4723,2,17,19,11,",",0.006926387548446655
180,4723,3,10,12,11,",",0.005109389778226614
180,4723,4,22,24,11,",",0.0034589150454849005
180,4723,5,46,48,11,",",0.0033081048168241978
180,4723,6,20,22,11,",",0.0032340199686586857
180,4723,7,15,17,11,",",0.0031297539826482534
180,4723,8,28,30,285,Ġand,0.0029885461553931236
180,4723,9,1,3,15213,Ġtemple,0.0018466467736288905
180,4723,10,36,38,1243,Ġgu,0.0018139765597879887
181,486,1,3,5,11,",",0.007034710608422756
181,486,2,17,19,11,",",0.006381908897310495
181,486,3,10,12,11,",",0.005135691724717617
181,486,4,28,30,285,Ġand,0.003582049859687686
181,486,5,20,22,11,",",0.003394416067749262
181,486,6,22,24,11,",",0.003386989003047347
181,486,7,15,17,11,",",0.0032189595513045788
181,486,8,46,48,11,",",0.0031170775182545185
181,486,9,6,8,285,Ġand,0.0018368603195995092
181,486,10,25,27,72410,Ġgreg,0.0016821243334561586
182,5822,1,3,5,11,",",0.006992896553128958
182,5822,2,10,12,11,",",0.00495515763759613
182,5822,3,17,19,11,",",0.004757479298859835
182,5822,4,28,30,285,Ġand,0.004024322144687176
182,5822,5,15,17,11,",",0.0033886691089719534
182,5822,6,20,22,11,",",0.0030708909034729004
182,5822,7,46,48,11,",",0.003037344431504607
182,5822,8,22,24,11,",",0.0029884304385632277
182,5822,9,25,27,72410,Ġgreg,0.0022432778496295214
182,5822,10,6,8,285,Ġand,0.0016144567634910345
183,4580,1,3,5,11,",",0.007131021935492754
183,4580,2,10,12,11,",",0.004904219880700111
183,4580,3,17,19,11,",",0.004199850372970104
183,4580,4,15,17,11,",",0.003486366244032979
183,4580,5,46,48,11,",",0.0029588276520371437
183,4580,6,28,30,285,Ġand,0.00260349502786994
183,4580,7,20,22,11,",",0.0025711371563374996
183,4580,8,22,24,11,",",0.002472790190950036
183,4580,9,6,8,285,Ġand,0.0014787521213293076
183,4580,10,25,27,72410,Ġgreg,0.0014693205012008548
184,11839,1,3,5,11,",",0.0071891010738909245
184,11839,2,10,12,11,",",0.0046459403820335865
184,11839,3,15,17,11,",",0.0033856178633868694
184,11839,4,17,19,11,",",0.0028432749677449465
184,11839,5,46,48,11,",",0.0028405003249645233
184,11839,6,22,24,11,",",0.0020867965649813414
184,11839,7,20,22,11,",",0.002077869139611721
184,11839,8,28,30,285,Ġand,0.001589888590388
184,11839,9,6,8,285,Ġand,0.0013857254525646567
184,11839,10,40,42,285,Ġand,0.0011564947199076414
185,4611,1,3,5,11,",",0.007489388808608055
185,4611,2,10,12,11,",",0.004719613119959831
185,4611,3,15,17,11,",",0.0033206804655492306
185,4611,4,46,48,11,",",0.0027693843003362417
185,4611,5,17,19,11,",",0.0021592078264802694
185,4611,6,20,22,11,",",0.0020103855058550835
185,4611,7,22,24,11,",",0.0019065015949308872
185,4611,8,6,8,285,Ġand,0.0013325121253728867
185,4611,9,28,30,285,Ġand,0.0011897101067006588
185,4611,10,40,42,285,Ġand,0.0010864936048164964
186,3515,1,3,5,11,",",0.0074101826176047325
186,3515,2,10,12,11,",",0.00448722904548049
186,3515,3,15,17,11,",",0.0031801213044673204
186,3515,4,46,48,11,",",0.00266280397772789
186,3515,5,17,19,11,",",0.0021073303651064634
186,3515,6,20,22,11,",",0.002021371852606535
186,3515,7,22,24,11,",",0.0018024524906650186
186,3515,8,6,8,285,Ġand,0.00140468985773623
186,3515,9,28,30,285,Ġand,0.001207812107168138
186,3515,10,40,42,285,Ġand,0.0011210791999474168
187,2039,1,3,5,11,",",0.007670931983739138
187,2039,2,10,12,11,",",0.004316233564168215
187,2039,3,15,17,11,",",0.003252884605899453
187,2039,4,46,48,11,",",0.00275284587405622
187,2039,5,20,22,11,",",0.002131733810529113
187,2039,6,17,19,11,",",0.0020376802422106266
187,2039,7,22,24,11,",",0.0017686559585854411
187,2039,8,6,8,285,Ġand,0.0016017352463677526
187,2039,9,28,30,285,Ġand,0.001181143568828702
187,2039,10,40,42,285,Ġand,0.0010759856086224318
188,1352,1,3,5,11,",",0.007531074341386557
188,1352,2,10,12,11,",",0.004041650798171759
188,1352,3,15,17,11,",",0.0033624484203755856
188,1352,4,46,48,11,",",0.002841051435098052
188,1352,5,20,22,11,",",0.0022064910735934973
188,1352,6,17,19,11,",",0.002128124935552478
188,1352,7,22,24,11,",",0.0017791831633076072
188,1352,8,6,8,285,Ġand,0.0016809236258268356
188,1352,9,28,30,285,Ġand,0.0011694829445332289
188,1352,10,40,42,285,Ġand,0.0010266047902405262
189,6929,1,3,5,11,",",0.007571991067379713
189,6929,2,10,12,11,",",0.003938788548111916
189,6929,3,15,17,11,",",0.0035555316135287285
189,6929,4,46,48,11,",",0.002936358330771327
189,6929,5,20,22,11,",",0.002154760528355837
189,6929,6,22,24,11,",",0.0018831025809049606
189,6929,7,17,19,11,",",0.0018728375434875488
189,6929,8,6,8,285,Ġand,0.0015057900454849005
189,6929,9,28,30,285,Ġand,0.001106005976907909
189,6929,10,33,35,285,Ġand,0.0010053451405838132
190,15246,1,3,5,11,",",0.007307357154786587
190,15246,2,10,12,11,",",0.003997999709099531
190,15246,3,15,17,11,",",0.0035648331977427006
190,15246,4,46,48,11,",",0.003008750267326832
190,15246,5,20,22,11,",",0.0020271306857466698
190,15246,6,17,19,11,",",0.0019972319714725018
190,15246,7,22,24,11,",",0.0019691784400492907
190,15246,8,6,8,285,Ġand,0.0013747296761721373
190,15246,9,28,30,285,Ġand,0.0011292105773463845
190,15246,10,33,35,285,Ġand,0.0010230999905616045
191,15920,1,3,5,11,",",0.0073206606321036816
191,15920,2,10,12,11,",",0.004342759493738413
191,15920,3,15,17,11,",",0.003281897399574518
191,15920,4,46,48,11,",",0.0028795714024454355
191,15920,5,17,19,11,",",0.0021462321747094393
191,15920,6,22,24,11,",",0.0019412434194236994
191,15920,7,20,22,11,",",0.0019128593849018216
191,15920,8,6,8,285,Ġand,0.001327070058323443
191,15920,9,28,30,285,Ġand,0.0011518693063408136
191,15920,10,40,42,285,Ġand,0.0010562643874436617
192,8007,1,3,5,11,",",0.007380477152764797
192,8007,2,10,12,11,",",0.004591182805597782
192,8007,3,15,17,11,",",0.0030293758027255535
192,8007,4,46,48,11,",",0.002617135178297758
192,8007,5,17,19,11,",",0.002264690585434437
192,8007,6,20,22,11,",",0.0019290860509499907
192,8007,7,22,24,11,",",0.0017375744646415114
192,8007,8,6,8,285,Ġand,0.0013646538136526942
192,8007,9,28,30,285,Ġand,0.0011510460171848536
192,8007,10,33,35,285,Ġand,0.001057240879163146
193,12839,1,3,5,11,",",0.00710817938670516
193,12839,2,10,12,11,",",0.004428958520293236
193,12839,3,15,17,11,",",0.0028525618836283684
193,12839,4,46,48,11,",",0.0023867315612733364
193,12839,5,17,19,11,",",0.002025910187512636
193,12839,6,20,22,11,",",0.00201039738021791
193,12839,7,22,24,11,",",0.0016160364029929042
193,12839,8,6,8,285,Ġand,0.001439064508304
193,12839,9,19,21,14445,Ġpainting,0.0011610366636887193
193,12839,10,28,30,285,Ġand,0.0011141510913148522
194,10132,1,3,5,11,",",0.00726522458717227
194,10132,2,10,12,11,",",0.004303871653974056
194,10132,3,15,17,11,",",0.002793558407574892
194,10132,4,46,48,11,",",0.0023858158383518457
194,10132,5,20,22,11,",",0.002256736159324646
194,10132,6,17,19,11,",",0.0018811183981597424
194,10132,7,22,24,11,",",0.0016489647096022964
194,10132,8,6,8,285,Ġand,0.0015367958694696426
194,10132,9,28,30,285,Ġand,0.001175213255919516
194,10132,10,19,21,14445,Ġpainting,0.001141326385550201
195,11222,1,3,5,11,",",0.007881171070039272
195,11222,2,10,12,11,",",0.004417570307850838
195,11222,3,15,17,11,",",0.0030652224086225033
195,11222,4,46,48,11,",",0.0024731354787945747
195,11222,5,20,22,11,",",0.002421658718958497
195,11222,6,17,19,11,",",0.0018545965431258082
195,11222,7,22,24,11,",",0.0017810885328799486
195,11222,8,6,8,285,Ġand,0.001522560021840036
195,11222,9,28,30,285,Ġand,0.0011794246966019273
195,11222,10,33,35,285,Ġand,0.0010869886027649045
196,2686,1,3,5,11,",",0.007847314700484276
196,2686,2,10,12,11,",",0.004275717306882143
196,2686,3,15,17,11,",",0.0033455132506787777
196,2686,4,46,48,11,",",0.002674019429832697
196,2686,5,20,22,11,",",0.0021889894269406796
196,2686,6,22,24,11,",",0.0020231066737324
196,2686,7,17,19,11,",",0.001708518248051405
196,2686,8,6,8,285,Ġand,0.0014786261599510908
196,2686,9,28,30,285,Ġand,0.0012466595508158207
196,2686,10,33,35,285,Ġand,0.0011361007345840335
197,1233,1,3,5,11,",",0.008110489696264267
197,1233,2,10,12,11,",",0.004427132196724415
197,1233,3,15,17,11,",",0.003494706703349948
197,1233,4,46,48,11,",",0.0027830698527395725
197,1233,5,22,24,11,",",0.002170699881389737
197,1233,6,20,22,11,",",0.0019532220903784037
197,1233,7,17,19,11,",",0.0018216229509562254
197,1233,8,6,8,285,Ġand,0.001422498608008027
197,1233,9,28,30,285,Ġand,0.0012483025202527642
197,1233,10,33,35,285,Ġand,0.0010761067969724536
198,12869,1,3,5,11,",",0.007674147374927998
198,12869,2,10,12,11,",",0.004470765590667725
198,12869,3,15,17,11,",",0.0033638132736086845
198,12869,4,46,48,11,",",0.002754896879196167
198,12869,5,17,19,11,",",0.002334984252229333
198,12869,6,22,24,11,",",0.0019192445324733853
198,12869,7,20,22,11,",",0.0018362115370109677
198,12869,8,6,8,285,Ġand,0.0014293014537543058
198,12869,9,28,30,285,Ġand,0.0012663688976317644
198,12869,10,33,35,285,Ġand,0.0010669269831851125
199,5513,1,3,5,11,",",0.007280140183866024
199,5513,2,10,12,11,",",0.004380776546895504
199,5513,3,15,17,11,",",0.0030686757527291775
199,5513,4,17,19,11,",",0.002559058601036668
199,5513,5,46,48,11,",",0.002555182669311762
199,5513,6,22,24,11,",",0.0018607521196827292
199,5513,7,20,22,11,",",0.0018008201150223613
199,5513,8,6,8,285,Ġand,0.0015530589735135436
199,5513,9,28,30,285,Ġand,0.0013730230275541544
199,5513,10,33,35,285,Ġand,0.0010541256051510572
200,5473,1,3,5,11,",",0.0073881084099411964
200,5473,2,10,12,11,",",0.004460325930267572
200,5473,3,15,17,11,",",0.0030253236182034016
200,5473,4,17,19,11,",",0.0026036682538688183
200,5473,5,46,48,11,",",0.0025318446569144726
200,5473,6,20,22,11,",",0.00209877360612154
200,5473,7,22,24,11,",",0.0019331920193508267
200,5473,8,6,8,285,Ġand,0.0017603584565222263
200,5473,9,28,30,285,Ġand,0.0016536839539185166
200,5473,10,33,35,285,Ġand,0.0011306942906230688
201,13775,1,3,5,11,",",0.007415102794766426
201,13775,2,10,12,11,",",0.004779484588652849
201,13775,3,15,17,11,",",0.0030498779378831387
201,13775,4,28,30,285,Ġand,0.0029039373621344566
201,13775,5,17,19,11,",",0.002880428684875369
201,13775,6,46,48,11,",",0.002862729597836733
201,13775,7,20,22,11,",",0.0027104481123387814
201,13775,8,22,24,11,",",0.0022731844801455736
201,13775,9,6,8,285,Ġand,0.0017873394535854459
201,13775,10,33,35,285,Ġand,0.001339150476269424
202,4625,1,3,5,11,",",0.00730262091383338
202,4625,2,10,12,11,",",0.005000176373869181
202,4625,3,17,19,11,",",0.004477625247091055
202,4625,4,20,22,11,",",0.0032498405780643225
202,4625,5,28,30,285,Ġand,0.0031747843604534864
202,4625,6,15,17,11,",",0.0031730516348034143
202,4625,7,46,48,11,",",0.0031545364763587713
202,4625,8,22,24,11,",",0.002907463815063238
202,4625,9,36,38,1243,Ġgu,0.002025923226028681
202,4625,10,6,8,285,Ġand,0.0015629403060302138
203,13213,1,3,5,11,",",0.007307267747819424
203,13213,2,10,12,11,",",0.005262061487883329
203,13213,3,17,19,11,",",0.004908389411866665
203,13213,4,20,22,11,",",0.004417083226144314
203,13213,5,22,24,11,",",0.0036741322837769985
203,13213,6,46,48,11,",",0.003377757268026471
203,13213,7,15,17,11,",",0.0032226210460066795
203,13213,8,28,30,285,Ġand,0.002420433796942234
203,13213,9,36,38,1243,Ġgu,0.0017804973758757114
203,13213,10,1,3,15213,Ġtemple,0.0016938172047957778
204,644,1,3,5,11,",",0.007296374998986721
204,644,2,10,12,11,",",0.005315897986292839
204,644,3,17,19,11,",",0.004577777814120054
204,644,4,22,24,11,",",0.004080967511981726
204,644,5,46,48,11,",",0.0033877729438245296
204,644,6,15,17,11,",",0.0031714835204184055
204,644,7,20,22,11,",",0.003020793665200472
204,644,8,28,30,285,Ġand,0.002023971639573574
204,644,9,1,3,15213,Ġtemple,0.002019336912781
204,644,10,41,43,307,Ġg,0.0018077378626912832
205,6910,1,3,5,11,",",0.007412916049361229
205,6910,2,10,12,11,",",0.005190494004637003
205,6910,3,17,19,11,",",0.004826263524591923
205,6910,4,22,24,11,",",0.003924286924302578
205,6910,5,46,48,11,",",0.003404263174161315
205,6910,6,15,17,11,",",0.0031313716899603605
205,6910,7,20,22,11,",",0.0028123180381953716
205,6910,8,28,30,285,Ġand,0.0022712114732712507
205,6910,9,1,3,15213,Ġtemple,0.0021013750229030848
205,6910,10,36,38,1243,Ġgu,0.0020432211458683014
206,9585,1,3,5,11,",",0.007247413042932749
206,9585,2,17,19,11,",",0.005252071190625429
206,9585,3,10,12,11,",",0.005003118421882391
206,9585,4,46,48,11,",",0.0032551027834415436
206,9585,5,15,17,11,",",0.0030722704250365496
206,9585,6,22,24,11,",",0.0030415814835578203
206,9585,7,28,30,285,Ġand,0.002622016239911318
206,9585,8,20,22,11,",",0.0024847949389368296
