step,generated_image_token_id,source_length,top_source_pos,top_source_group,top_source_token_id,top_source_token,top_source_weight,max_group,prompt_text_mass,prompt_wrapper_mass,generated_image_prefix_mass,prompt_top1_ratio,prompt_top5_ratio,prompt_effective_token_count,prompt_effective_fraction
131,3515,185,50,prompt_wrapper,185,Ċ,0.3315352201461792,prompt_wrapper,0.050415895879268646,0.6673884764313698,0.28218087553977966,0.149809510371884,0.4242429146111986,18.536233117316016,0.386171523277417
132,6432,186,0,prompt_wrapper,100601,<|User|>,0.3192094564437866,prompt_wrapper,0.05456099286675453,0.6695952080190182,0.2758328318595886,0.141733535981068,0.40749257225726565,19.678938313916692,0.4099778815399311
133,832,187,0,prompt_wrapper,100601,<|User|>,0.32449081540107727,prompt_wrapper,0.05552835389971733,0.6640714295208454,0.280385822057724,0.13836968869590782,0.407620594670027,19.892582533853005,0.4144288027886043
134,3257,188,0,prompt_wrapper,100601,<|User|>,0.31371065974235535,prompt_wrapper,0.049933262169361115,0.649926595389843,0.30013349652290344,0.1597981155873182,0.43957038339260235,17.64461664619681,0.36759618012910017
135,1725,189,50,prompt_wrapper,185,Ċ,0.3113934099674225,prompt_wrapper,0.047881923615932465,0.6503656879067421,0.30173882842063904,0.16318035749213075,0.4442694686446323,17.08763562947635,0.35599240894742396
136,7649,190,50,prompt_wrapper,185,Ċ,0.3181326687335968,prompt_wrapper,0.04717915505170822,0.6523163393139839,0.3005523383617401,0.1668410180600065,0.44380451335135424,16.77478816777179,0.3494747534952456
137,2634,191,50,prompt_wrapper,185,Ċ,0.314792662858963,prompt_wrapper,0.0468389168381691,0.6512424573302269,0.30194780230522156,0.1627613012762198,0.4317521215318964,17.580623846409047,0.3662629968001885
138,10479,192,0,prompt_wrapper,100601,<|User|>,0.317878395318985,prompt_wrapper,0.04634902626276016,0.6591108068823814,0.29452162981033325,0.1670369563795108,0.44584760855450717,16.854657596635814,0.3511386999299128
139,8216,193,0,prompt_wrapper,100601,<|User|>,0.3262750506401062,prompt_wrapper,0.04653346538543701,0.6648190021514893,0.28863537311553955,0.16531067552023693,0.451190443024355,16.874525820030314,0.3515526212506315
140,547,194,0,prompt_wrapper,100601,<|User|>,0.33285659551620483,prompt_wrapper,0.048230595886707306,0.6738548800349236,0.2779194712638855,0.15698228991221153,0.446346132427143,17.337604469874623,0.361200093122388
141,360,195,0,prompt_wrapper,100601,<|User|>,0.3245750367641449,prompt_wrapper,0.04581034556031227,0.6540926657617092,0.30007418990135193,0.1681783992366994,0.4660237140059043,15.97772958065425,0.33286936626363023
142,14558,196,0,prompt_wrapper,100601,<|User|>,0.32179832458496094,prompt_wrapper,0.045866891741752625,0.6590966135263443,0.2949991226196289,0.1626069662045272,0.45637354515403294,16.6317907072961,0.3464956397353354
143,13705,197,0,prompt_wrapper,100601,<|User|>,0.3288342356681824,prompt_wrapper,0.045994844287633896,0.6615778543055058,0.2924425005912781,0.16434901313692699,0.44252929560551946,17.08761054394517,0.3559918863321911
144,14512,198,0,prompt_wrapper,100601,<|User|>,0.34543609619140625,prompt_wrapper,0.04578538239002228,0.6741489619016647,0.2800523042678833,0.16318556444775686,0.4349338346451952,17.43083898862514,0.3631424789296904
145,556,199,0,prompt_wrapper,100601,<|User|>,0.34681373834609985,prompt_wrapper,0.0503120943903923,0.6940682008862495,0.2556679844856262,0.1470468066831784,0.3970648733298533,20.12337801391036,0.4192370419564659
146,4468,200,0,prompt_wrapper,100601,<|User|>,0.33972105383872986,prompt_wrapper,0.050867561250925064,0.6974068842828274,0.2517578601837158,0.1556144910853491,0.41758456473860894,18.641658713910132,0.38836788987312776
147,12116,201,0,prompt_wrapper,100601,<|User|>,0.339472234249115,prompt_wrapper,0.05104753375053406,0.6967566311359406,0.25215238332748413,0.15623680942697962,0.4247878634760002,18.268494436787744,0.38059363409974467
148,11055,202,0,prompt_wrapper,100601,<|User|>,0.32057830691337585,prompt_wrapper,0.04615790769457817,0.6627365835011005,0.29112738370895386,0.16683991881146232,0.4583811895303944,16.42557524382293,0.342199484246311
149,9812,203,50,prompt_wrapper,185,Ċ,0.3200370669364929,prompt_wrapper,0.044883355498313904,0.6444560438394547,0.31067541241645813,0.16787595021830495,0.46246332672769,16.2951999688615,0.33948333268461456
150,14435,204,50,prompt_wrapper,185,Ċ,0.31938260793685913,prompt_wrapper,0.04569634422659874,0.6459354497492313,0.3083866834640503,0.15975971871074426,0.45203867535687997,16.933431347078116,0.3527798197307941
151,15581,205,50,prompt_wrapper,185,Ċ,0.31616100668907166,prompt_wrapper,0.04620254784822464,0.6518039628863335,0.3019479513168335,0.14789821560371935,0.43101275865755684,18.26404054944682,0.38050084478014207
152,7530,206,50,prompt_wrapper,185,Ċ,0.313110888004303,prompt_wrapper,0.046140171587467194,0.6488061770796776,0.30504879355430603,0.14026185568824845,0.420217319096006,19.183152714320777,0.39964901488168286
153,9065,207,50,prompt_wrapper,185,Ċ,0.3193477690219879,prompt_wrapper,0.05090153217315674,0.6581275463104248,0.29097700119018555,0.13557369683168108,0.41464691019524913,19.303443293109556,0.40215506860644906
154,11509,208,50,prompt_wrapper,185,Ċ,0.33043918013572693,prompt_wrapper,0.06147295609116554,0.6777741275727749,0.2607377767562866,0.11829099723595177,0.4062654891024894,20.207286868916214,0.42098514310242113
155,10782,209,50,prompt_wrapper,185,Ċ,0.33894288539886475,prompt_wrapper,0.06963782757520676,0.691999264061451,0.23833757638931274,0.10610210780761539,0.3979069570629246,21.462344105294594,0.44713216886030405
156,6152,210,50,prompt_wrapper,185,Ċ,0.3394404947757721,prompt_wrapper,0.0715842917561531,0.6938015148043633,0.2345660775899887,0.10345603910997649,0.37585488413105866,22.60617928056496,0.4709620683451033
157,15514,211,50,prompt_wrapper,185,Ċ,0.3302498757839203,prompt_wrapper,0.06173235550522804,0.6822326742112637,0.2560267150402069,0.12225931864849718,0.3963583885804446,20.701167003513728,0.43127431257320265
158,13653,212,50,prompt_wrapper,185,Ċ,0.3200852572917938,prompt_wrapper,0.053754858672618866,0.6530442908406258,0.2932019829750061,0.13707613493271867,0.4143767269058075,19.46276023412072,0.40547417154418164
159,11292,213,50,prompt_wrapper,185,Ċ,0.313813716173172,prompt_wrapper,0.0475059449672699,0.6334984600543976,0.31903335452079773,0.15234915834658586,0.42721960308274287,18.38430324918576,0.38300631769137
160,3040,214,50,prompt_wrapper,185,Ċ,0.3171578645706177,prompt_wrapper,0.04597342759370804,0.6354916021227837,0.3184747099876404,0.15579446690184134,0.43096896190212414,18.063111800102067,0.37631482916879305
161,13652,215,50,prompt_wrapper,185,Ċ,0.32068249583244324,prompt_wrapper,0.04572390764951706,0.6529364660382271,0.3013421297073364,0.17046583047075922,0.4593940581972277,16.239457812798555,0.33832203776663655
162,11177,216,50,prompt_wrapper,185,Ċ,0.31398531794548035,prompt_wrapper,0.0451936312019825,0.6454773359000683,0.30929335951805115,0.16813568817497945,0.44719373983901345,16.819917088863484,0.35041493935132256
163,14342,217,0,prompt_wrapper,100601,<|User|>,0.31774795055389404,prompt_wrapper,0.04419989138841629,0.6513820216059685,0.3043677508831024,0.17119316537345958,0.45424143884887236,16.431446352951728,0.3423217990198277
164,109,218,0,prompt_wrapper,100601,<|User|>,0.3330818712711334,prompt_wrapper,0.044649720191955566,0.6575400233268738,0.2978019416332245,0.16913991894251487,0.4515066369820771,16.680243666167645,0.3475050763784926
165,1273,219,0,prompt_wrapper,100601,<|User|>,0.3305075466632843,prompt_wrapper,0.04342275112867355,0.6520918682217598,0.30452650785446167,0.17831102161372234,0.47079898896776534,15.448300658208888,0.3218395970460185
166,10712,220,0,prompt_wrapper,100601,<|User|>,0.33197736740112305,prompt_wrapper,0.04392422363162041,0.655580747872591,0.3004259467124939,0.1703052815923983,0.45676339362007,16.232235604929805,0.3381715751027043
167,1273,221,0,prompt_wrapper,100601,<|User|>,0.33751410245895386,prompt_wrapper,0.043596051633358,0.6679967418313026,0.28842785954475403,0.16418813445687783,0.4458868813984024,16.8724002233357,0.3515083379861604
168,4598,222,0,prompt_wrapper,100601,<|User|>,0.3468841314315796,prompt_wrapper,0.0440325103700161,0.6781504787504673,0.2777964174747467,0.16371565142712446,0.44498885649245207,17.0160612117279,0.3545012752443313
169,14279,223,0,prompt_wrapper,100601,<|User|>,0.3451080322265625,prompt_wrapper,0.04750155285000801,0.6954611055552959,0.25705960392951965,0.1555542144948895,0.4188671237095526,18.404145223053224,0.38341969214694216
170,7351,224,0,prompt_wrapper,100601,<|User|>,0.3372429609298706,prompt_wrapper,0.04865068197250366,0.6973481178283691,0.25400644540786743,0.1527709224378632,0.4194691585510332,18.584938077010257,0.3871862099377137
171,15292,225,0,prompt_wrapper,100601,<|User|>,0.32935282588005066,prompt_wrapper,0.047000154852867126,0.6848308593034744,0.26819711923599243,0.16356094729223014,0.4454596707741952,17.074386316115145,0.3557163815857322
172,2881,226,50,prompt_wrapper,185,Ċ,0.32499951124191284,prompt_wrapper,0.04543367773294449,0.6618287190794945,0.2927670478820801,0.16273471815782375,0.4486635383211395,17.011851280526365,0.35441356834429927
173,13879,227,50,prompt_wrapper,185,Ċ,0.3196924924850464,prompt_wrapper,0.04440419375896454,0.63698710501194,0.31860432028770447,0.17206653755224563,0.4617042767998416,15.787288042582142,0.3289018342204613
174,1352,228,50,prompt_wrapper,185,Ċ,0.3197963833808899,prompt_wrapper,0.043924350291490555,0.6420561484992504,0.31404733657836914,0.16601008425768687,0.4545548994631686,16.541674785217438,0.34461822469202996
175,6116,229,0,prompt_wrapper,100601,<|User|>,0.3197399377822876,prompt_wrapper,0.0450538732111454,0.6545238755643368,0.30039113759994507,0.16615534803581627,0.4542532749762962,16.69847965495911,0.34788499281164814
176,9065,230,0,prompt_wrapper,100601,<|User|>,0.3388676941394806,prompt_wrapper,0.04631922394037247,0.6613794192671776,0.29230794310569763,0.16055310107464202,0.4443165932131988,17.348586661731552,0.361428888786074
177,15692,231,0,prompt_wrapper,100601,<|User|>,0.3467140793800354,prompt_wrapper,0.05442800000309944,0.6753532700240612,0.27016276121139526,0.13853579007563446,0.40803345287142967,19.413302371233584,0.4044437994006997
178,99,232,0,prompt_wrapper,100601,<|User|>,0.3334801495075226,prompt_wrapper,0.06538921594619751,0.6788287162780762,0.2558111846446991,0.114285645513555,0.39469288746446146,21.152943874443366,0.44068633071757013
179,11001,233,50,prompt_wrapper,185,Ċ,0.33173859119415283,prompt_wrapper,0.0681152194738388,0.6693409234285355,0.2626035213470459,0.1120684537319506,0.4055992111368402,19.866191293202622,0.4138789852750546
180,4723,234,50,prompt_wrapper,185,Ċ,0.33920472860336304,prompt_wrapper,0.06750747561454773,0.6681149303913116,0.26438990235328674,0.10416572395068814,0.38269482490315315,21.569385967948264,0.4493622076655888
181,486,235,50,prompt_wrapper,185,Ċ,0.33114567399024963,prompt_wrapper,0.06573913246393204,0.6566243395209312,0.27764955163002014,0.1070094834653069,0.38833456472406136,21.251496312512916,0.4427395065106858
182,5822,236,50,prompt_wrapper,185,Ċ,0.32554152607917786,prompt_wrapper,0.061456114053726196,0.6577987372875214,0.28078222274780273,0.11378683245438564,0.39245120324907556,21.188405119449644,0.4414251066552009
183,4580,237,0,prompt_wrapper,100601,<|User|>,0.3163277804851532,prompt_wrapper,0.055212102830410004,0.6570991650223732,0.2876797318458557,0.12915686180974606,0.4107846858818022,19.93684253310831,0.4153508861064232
184,11839,238,50,prompt_wrapper,185,Ċ,0.3075468838214874,prompt_wrapper,0.04630491882562637,0.6444825157523155,0.309226393699646,0.1552556673506635,0.45145167106172046,17.244406721068387,0.3592584733555914
185,4611,239,50,prompt_wrapper,185,Ċ,0.3078128695487976,prompt_wrapper,0.04394656419754028,0.637864887714386,0.31816792488098145,0.17042034901620912,0.46552612162468243,15.897924949628369,0.3312067697839243
186,3515,240,50,prompt_wrapper,185,Ċ,0.31158798933029175,prompt_wrapper,0.04352510720491409,0.6369259878993034,0.31957101821899414,0.17025076084747942,0.456005050462688,16.228681854804034,0.3380975386417507
187,2039,241,50,prompt_wrapper,185,Ċ,0.31025561690330505,prompt_wrapper,0.043126046657562256,0.6373873949050903,0.3194572329521179,0.17787236666159895,0.4666467413463067,15.50672560703198,0.3230567834798329
188,1352,242,0,prompt_wrapper,100601,<|User|>,0.3220495879650116,prompt_wrapper,0.04276777803897858,0.6455448120832443,0.3116592764854431,0.17609225184723723,0.467237649110814,15.619252565399984,0.32540109511249965
189,6929,243,0,prompt_wrapper,100601,<|User|>,0.3314444422721863,prompt_wrapper,0.041817862540483475,0.6485249809920788,0.30970221757888794,0.1810707340684699,0.4820291879209261,15.008596333671338,0.31267909028481955
190,15246,244,0,prompt_wrapper,100601,<|User|>,0.33889907598495483,prompt_wrapper,0.04216670244932175,0.6665176227688789,0.2912968397140503,0.17329686056359206,0.47208031283223895,15.58867721658381,0.3247641086788294
191,15920,245,0,prompt_wrapper,100601,<|User|>,0.3348853886127472,prompt_wrapper,0.04268919676542282,0.6695181205868721,0.28779861330986023,0.17148742976661563,0.4678261156402829,15.848915884341247,0.33018574759044267
192,8007,246,0,prompt_wrapper,100601,<|User|>,0.32264867424964905,prompt_wrapper,0.04259122163057327,0.6655466482043266,0.29186978936195374,0.17328634564139542,0.46683003594683947,15.750712470688356,0.32813984313934075
193,12839,247,50,prompt_wrapper,185,Ċ,0.33381325006484985,prompt_wrapper,0.04439828544855118,0.6829375848174095,0.2726227045059204,0.16010031276865708,0.423492503906252,17.997253011045213,0.3749427710634419
194,10132,248,50,prompt_wrapper,185,Ċ,0.33687034249305725,prompt_wrapper,0.04438009113073349,0.6940769925713539,0.2615698575973511,0.16370458919903066,0.428237231169821,17.70515696170523,0.36885743670219234
195,11222,249,0,prompt_wrapper,100601,<|User|>,0.32574591040611267,prompt_wrapper,0.044323645532131195,0.6752238646149635,0.2804822325706482,0.17780963130223656,0.45706434960116954,15.95757428172404,0.3324494642025842
196,2686,250,0,prompt_wrapper,100601,<|User|>,0.3398875892162323,prompt_wrapper,0.04510800540447235,0.6828300505876541,0.2720447778701782,0.1739672288792054,0.45073050631502204,16.39564640298447,0.34157596672884316
197,1233,251,0,prompt_wrapper,100601,<|User|>,0.33297717571258545,prompt_wrapper,0.043832723051309586,0.6669422946870327,0.28925639390945435,0.18503275935584274,0.47877698064898633,14.882690569952421,0.31005605354067545
198,12869,252,0,prompt_wrapper,100601,<|User|>,0.3122962415218353,prompt_wrapper,0.04372098669409752,0.6413131095468998,0.31496134400367737,0.17552548456011935,0.4711377463166938,15.615453571614202,0.3253219494086292
199,5513,253,50,prompt_wrapper,185,Ċ,0.3107548952102661,prompt_wrapper,0.04376697167754173,0.6410772241652012,0.3151487410068512,0.16633867742788572,0.4533974538428258,16.714639726833607,0.3482216609757001
200,5473,254,50,prompt_wrapper,185,Ċ,0.3136116862297058,prompt_wrapper,0.04495055973529816,0.6398160308599472,0.3153012990951538,0.1643607655488117,0.4451395470567507,16.827757831358547,0.35057828815330305
201,13775,255,0,prompt_wrapper,100601,<|User|>,0.3216606676578522,prompt_wrapper,0.05413840711116791,0.6594975739717484,0.28639718890190125,0.13696566246473119,0.38842723166867915,20.17941827037721,0.4204045472995252
202,4625,256,0,prompt_wrapper,100601,<|User|>,0.31933000683784485,prompt_wrapper,0.05985832214355469,0.6591736078262329,0.2809605300426483,0.12199842314857964,0.38766618646042444,20.641677127653153,0.4300349401594407
203,13213,257,50,prompt_wrapper,185,Ċ,0.3145577311515808,prompt_wrapper,0.06307973712682724,0.6447241678833961,0.2921917736530304,0.11584175966249721,0.40534303818414846,20.534199824927736,0.4277958296859945
204,644,258,50,prompt_wrapper,185,Ċ,0.32258886098861694,prompt_wrapper,0.061586834490299225,0.6494999751448631,0.28892189264297485,0.11847296681786755,0.4003906342150327,20.71925845565573,0.43165121782616106
205,6910,259,50,prompt_wrapper,185,Ċ,0.32172977924346924,prompt_wrapper,0.06162533909082413,0.6443478688597679,0.29403114318847656,0.12029006507268039,0.40175395072040826,20.36450279613929,0.4242604749195686
206,9585,260,50,prompt_wrapper,185,Ċ,0.31532052159309387,prompt_wrapper,0.05897143855690956,0.6385822556912899,0.30242183804512024,0.12289700268950933,0.40409348690226327,20.201103451951575,0.4208563219156578
207,3483,261,0,prompt_wrapper,100601,<|User|>,0.31653544306755066,prompt_wrapper,0.05409228801727295,0.6520826816558838,0.293756902217865,0.13317333995028197,0.4106264283463248,19.795880943147605,0.4124141863155751
208,7887,262,0,prompt_wrapper,100601,<|User|>,0.3146992325782776,prompt_wrapper,0.05074344575405121,0.6487881690263748,0.3004811406135559,0.14645575435309596,0.4249441684885628,18.23539760816085,0.37990411683668435
209,6780,263,0,prompt_wrapper,100601,<|User|>,0.30793496966362,prompt_wrapper,0.04724228009581566,0.6365475095808506,0.3162016272544861,0.15204920899360272,0.4492266807806614,17.337911006006948,0.36120647929181143
210,3342,264,0,prompt_wrapper,100601,<|User|>,0.30011510848999023,prompt_wrapper,0.044793374836444855,0.6210687085986137,0.3341124653816223,0.16447415530271212,0.46207106044262664,16.198369743835855,0.3374660363299136
211,15767,265,0,prompt_wrapper,100601,<|User|>,0.3104282021522522,prompt_wrapper,0.04433492571115494,0.6272827014327049,0.3283609449863434,0.1649210667346942,0.4705974237938013,16.125331478744464,0.3359444058071763
212,14224,266,0,prompt_wrapper,100601,<|User|>,0.33071988821029663,prompt_wrapper,0.04255080223083496,0.6425116062164307,0.3148839473724365,0.17025158542914534,0.4803250598136392,15.585827755397634,0.3247047449041174
213,11276,267,0,prompt_wrapper,100601,<|User|>,0.33982524275779724,prompt_wrapper,0.04101942107081413,0.6506499834358692,0.3083760738372803,0.1727708586279604,0.4697254135316768,15.625915062540567,0.3255398971362618
214,9625,268,0,prompt_wrapper,100601,<|User|>,0.33819779753685,prompt_wrapper,0.03998291492462158,0.6513658761978149,0.3086317479610443,0.16689547781983358,0.4663659600746569,16.25551006770362,0.33865645974382547
215,9856,269,0,prompt_wrapper,100601,<|User|>,0.332960307598114,prompt_wrapper,0.0416400209069252,0.6582921966910362,0.3000085949897766,0.16557376106873192,0.463404409045258,16.353835246905636,0.34070490097720074
216,7761,270,0,prompt_wrapper,100601,<|User|>,0.3203206956386566,prompt_wrapper,0.04142734408378601,0.6676438748836517,0.2909626066684723,0.16667626599648508,0.47026581735753065,15.836597696638911,0.3299291186799773
217,15692,271,50,prompt_wrapper,185,Ċ,0.3325291574001312,prompt_wrapper,0.04375100135803223,0.6700980067253113,0.2861681282520294,0.14812974484687066,0.42385272199667584,18.592571563341714,0.38734524090295236
218,10246,272,50,prompt_wrapper,185,Ċ,0.3455445468425751,prompt_wrapper,0.04225774109363556,0.6895441263914108,0.2681514024734497,0.14575528920764674,0.42445472622324937,18.663167240658286,0.38881598418038094
219,10407,273,50,prompt_wrapper,185,Ċ,0.3272916078567505,prompt_wrapper,0.04261460155248642,0.6720075979828835,0.2854127883911133,0.15970963400636579,0.44673296460351053,17.16389045685345,0.3575810511844469
220,5295,274,0,prompt_wrapper,100601,<|User|>,0.33200278878211975,prompt_wrapper,0.04355471953749657,0.6771442927420139,0.279314249753952,0.16586243399231468,0.450118208486053,16.806844033441827,0.35014258403003806
221,10565,275,0,prompt_wrapper,100601,<|User|>,0.32487717270851135,prompt_wrapper,0.043108850717544556,0.6670458018779755,0.2898569703102112,0.16891131256770686,0.4543164916802224,16.63653752834297,0.34659453184047856
222,1877,276,50,prompt_wrapper,185,Ċ,0.32220733165740967,prompt_wrapper,0.04083435982465744,0.6689199879765511,0.29022184014320374,0.17952612533629403,0.4752936899426076,15.273509183321636,0.3181981079858674
223,11754,277,50,prompt_wrapper,185,Ċ,0.3209940195083618,prompt_wrapper,0.041513148695230484,0.6446596346795559,0.3138379752635956,0.1799603646971926,0.4672661916017991,15.292249705550834,0.31858853553230904
224,15320,278,50,prompt_wrapper,185,Ċ,0.3203728497028351,prompt_wrapper,0.047384873032569885,0.6340815275907516,0.31850165128707886,0.16106062762091797,0.42505066911534634,17.461953018295358,0.36379068788115326
225,2610,279,50,prompt_wrapper,185,Ċ,0.31893470883369446,prompt_wrapper,0.05357100069522858,0.6406496614217758,0.30585038661956787,0.1363531177531349,0.4036169201930745,19.654630136972212,0.40947146118692107
226,3521,280,0,prompt_wrapper,100601,<|User|>,0.3167746961116791,prompt_wrapper,0.0561969131231308,0.6456361562013626,0.29817479848861694,0.13580720006915367,0.4175858209519183,19.39134827256753,0.40398642234515686
227,5321,281,0,prompt_wrapper,100601,<|User|>,0.3173426687717438,prompt_wrapper,0.056335337460041046,0.6432772800326347,0.30043986439704895,0.13216090770500613,0.39406441516367574,20.48857179788638,0.42684524578929955
228,11362,282,50,prompt_wrapper,185,Ċ,0.31462833285331726,prompt_wrapper,0.05479389801621437,0.6471521817147732,0.29805219173431396,0.13970761203035634,0.4030183650749135,19.54935605536942,0.40727825115352956
229,14888,283,50,prompt_wrapper,185,Ċ,0.31888434290885925,prompt_wrapper,0.0542001947760582,0.6308507695794106,0.31485283374786377,0.1391855211270626,0.40391046853673734,19.570408269028082,0.407716838938085
230,13981,284,50,prompt_wrapper,185,Ċ,0.3166716992855072,prompt_wrapper,0.05294109880924225,0.6157218664884567,0.33136287331581116,0.13921137262347033,0.41004440983028395,19.28593303165872,0.40179027149289
231,14148,285,50,prompt_wrapper,185,Ċ,0.31419897079467773,prompt_wrapper,0.05007604509592056,0.6228453144431114,0.3270595073699951,0.14128748292874388,0.40811501938747163,19.275515975232512,0.4015732494840107
232,15411,286,0,prompt_wrapper,100601,<|User|>,0.30596357583999634,prompt_wrapper,0.049717411398887634,0.6283335834741592,0.3220096230506897,0.14795012946282593,0.42094098299434823,18.422327905114358,0.3837984980232158
233,6076,287,0,prompt_wrapper,100601,<|User|>,0.3264918327331543,prompt_wrapper,0.04820818454027176,0.6374565288424492,0.3142692446708679,0.15528052160046538,0.43080798956106686,17.584096376739698,0.36633534118207706
234,13482,288,0,prompt_wrapper,100601,<|User|>,0.3276158571243286,prompt_wrapper,0.04861799627542496,0.6401325687766075,0.3112865388393402,0.16241870034880637,0.45502059108434323,16.42082712322434,0.34210056506717373
235,5471,289,0,prompt_wrapper,100601,<|User|>,0.33129140734672546,prompt_wrapper,0.0445617251098156,0.6421124525368214,0.31327024102211,0.17535715548647723,0.48920878014256375,15.097532824968896,0.3145319338535187
236,14883,290,0,prompt_wrapper,100601,<|User|>,0.3149920105934143,prompt_wrapper,0.04183283448219299,0.6318619549274445,0.3262922465801239,0.18484712383974375,0.48975142607594196,14.522725808156894,0.30255678766993527
237,2272,291,0,prompt_wrapper,100601,<|User|>,0.30263957381248474,prompt_wrapper,0.040605030953884125,0.6256046071648598,0.3337670564651489,0.19103483724058082,0.48689970394033666,14.262463060538552,0.2971346470945532
238,5670,292,50,prompt_wrapper,185,Ċ,0.30944010615348816,prompt_wrapper,0.04056716710329056,0.6404528543353081,0.3189939260482788,0.18658580759042565,0.47794565049102516,14.76424864230355,0.3075885133813239
239,7307,293,0,prompt_wrapper,100601,<|User|>,0.31614261865615845,prompt_wrapper,0.041020456701517105,0.6508976183831692,0.3080815076828003,0.1759003327931329,0.47116106161418064,15.695490358663855,0.32698938247216364
240,10446,294,0,prompt_wrapper,100601,<|User|>,0.3242568373680115,prompt_wrapper,0.04056736081838608,0.6664510145783424,0.2929851710796356,0.17442967760964975,0.475944326565665,15.555113932725204,0.32406487359844177
241,204,295,50,prompt_wrapper,185,Ċ,0.32005324959754944,prompt_wrapper,0.04344301298260689,0.6658723466098309,0.2907269597053528,0.15797526849771196,0.44016418781398337,17.506554904870246,0.3647198938514635
242,648,296,50,prompt_wrapper,185,Ċ,0.33533427119255066,prompt_wrapper,0.04276559501886368,0.6814588531851768,0.2757299840450287,0.16116151219332878,0.44687917962348134,17.00593542230594,0.3542903212980404
243,3599,297,50,prompt_wrapper,185,Ċ,0.3259212374687195,prompt_wrapper,0.041335657238960266,0.6592413634061813,0.2993890047073364,0.17151298184671965,0.46594290748809747,15.782078220771822,0.3287932962660796
244,8698,298,50,prompt_wrapper,185,Ċ,0.3206547498703003,prompt_wrapper,0.04044594243168831,0.6637573651969433,0.2958236634731293,0.17921697733055483,0.464837836904337,15.465642584018394,0.32220088716704987
245,5976,299,0,prompt_wrapper,100601,<|User|>,0.31735238432884216,prompt_wrapper,0.04039086401462555,0.6613190621137619,0.2982902526855469,0.17946157148733577,0.47088529782316363,15.425991322392653,0.3213748192165136
246,14347,300,0,prompt_wrapper,100601,<|User|>,0.32122427225112915,prompt_wrapper,0.039729416370391846,0.6687964797019958,0.2914232313632965,0.17890252160756373,0.47607049519240147,15.3136232910726,0.31903381856401253
247,5092,301,50,prompt_wrapper,185,Ċ,0.3220871090888977,prompt_wrapper,0.040655843913555145,0.649075336754322,0.3102518618106842,0.18163918075552504,0.4833993221221115,14.908284091247669,0.3105892519009931
248,6570,302,50,prompt_wrapper,185,Ċ,0.31981363892555237,prompt_wrapper,0.042338646948337555,0.6358158811926842,0.3218174874782562,0.17821813028444566,0.47779914711530663,14.996145252310738,0.3124196927564737
249,14636,303,50,prompt_wrapper,185,Ċ,0.3215752840042114,prompt_wrapper,0.04655884951353073,0.6321653202176094,0.321204274892807,0.15926936698744748,0.4389030893309242,17.209067702197903,0.3585222437957896
250,16382,304,50,prompt_wrapper,185,Ċ,0.3103114366531372,prompt_wrapper,0.049989063292741776,0.6266717724502087,0.3233044147491455,0.1520470067562487,0.4309132006000222,18.008805757208325,0.37518345327517344
251,6700,305,0,prompt_wrapper,100601,<|User|>,0.3088706433773041,prompt_wrapper,0.051084090024232864,0.6306666247546673,0.318263441324234,0.14546594341439567,0.3963164000066799,19.41691462479466,0.4045190546832221
252,11406,306,0,prompt_wrapper,100601,<|User|>,0.3255516588687897,prompt_wrapper,0.05003480613231659,0.6511491686105728,0.29882702231407166,0.1540918491062098,0.4184074502818679,18.105717956568895,0.37720245742851866
253,6615,307,0,prompt_wrapper,100601,<|User|>,0.3260899782180786,prompt_wrapper,0.04834771156311035,0.6470807790756226,0.3045889735221863,0.15409923649123455,0.42872130581650514,17.942840294698634,0.37380917280622156
254,1331,308,0,prompt_wrapper,100601,<|User|>,0.31813564896583557,prompt_wrapper,0.045805901288986206,0.6316468417644501,0.3226008713245392,0.1565219904508224,0.44294798245402867,17.210903094132128,0.3585604811277527
255,12182,309,0,prompt_wrapper,100601,<|User|>,0.30457553267478943,prompt_wrapper,0.04644680395722389,0.6138215027749538,0.33969059586524963,0.1553564277389525,0.4487860051625088,17.069340469609234,0.3556112597835257
256,6910,310,0,prompt_wrapper,100601,<|User|>,0.30001208186149597,prompt_wrapper,0.045763980597257614,0.6060030944645405,0.348246693611145,0.14774249217012253,0.434078679330141,17.672415094367835,0.36817531446599655
257,13510,311,0,prompt_wrapper,100601,<|User|>,0.306060791015625,prompt_wrapper,0.044043250381946564,0.6183227822184563,0.3375931680202484,0.1509021891654832,0.44678167637533334,17.2960856843477,0.36033511842391047
258,14383,312,0,prompt_wrapper,100601,<|User|>,0.2950296103954315,prompt_wrapper,0.04567510634660721,0.608359269797802,0.345919668674469,0.14483765479595245,0.4395666749151647,17.831673867218257,0.371493205567047
259,13971,313,50,prompt_wrapper,185,Ċ,0.2996044456958771,prompt_wrapper,0.04302123934030533,0.6119385585188866,0.3450329899787903,0.15111496579707054,0.4519417191572254,16.921517953241604,0.35253162402586674
260,8422,314,50,prompt_wrapper,185,Ċ,0.3070005476474762,prompt_wrapper,0.04186191037297249,0.6252388767898083,0.3328971564769745,0.16057981550776657,0.4682292445792425,16.022280892327764,0.33379751859016177
261,14887,315,50,prompt_wrapper,185,Ċ,0.3121720254421234,prompt_wrapper,0.04092204198241234,0.6320025362074375,0.32699859142303467,0.16862772506362583,0.4797068747020349,15.238760754714747,0.31747418238989056
